TransactionID,CustomerID,Product,Quantity,UnitPrice,TotalAmount,PaymentMethod,TransactionDate
TXN0000877,CUST037403,Tablet,3,75359,226077,Cash,04-03-2024
TXN0000878,CUST020477,Phone,2,4556,9112,Cash,01-07-2025
TXN0000879,CUST021985,Mouse,5,48211,241055,NetBanking,22-05-2025
TXN0000880,CUST017179,Headphones,2,34005,68010,Card,28-05-2024
TXN0000881,CUST046396,Laptop,2,10165,20330,NetBanking,12-09-2025
TXN0000882,CUST011883,Keyboard,4,56827,227308,UPI,04-10-2024
TXN0000883,CUST035190,Mouse,4,60246,240984,Card,02-09-2025
TXN0000884,CUST037923,Headphones,1,46278,46278,UPI,07-08-2024
TXN0000885,CUST041303,Phone,3,12170,36510,Cash,06-01-2024
TXN0000886,CUST009745,Keyboard,5,68794,343970,UPI,15-08-2024
TXN0000887,CUST039035,Laptop,4,62416,249664,Cash,08-03-2025
TXN0000888,CUST021484,Mouse,2,84124,168248,Cash,04-08-2024
TXN0000889,CUST006145,Headphones,5,66688,333440,Card,28-07-2024
TXN0000890,CUST015658,Mouse,5,46198,230990,UPI,17-03-2025
TXN0000891,CUST009497,Headphones,1,86182,86182,NetBanking,26-02-2025
TXN0000892,CUST020632,Phone,4,47898,191592,UPI,13-03-2025
TXN0000893,CUST022913,Phone,1,12751,12751,Cash,08-08-2025
TXN0000894,CUST026620,Printer,2,31076,62152,Card,04-03-2024
TXN0000895,CUST048237,Keyboard,2,5846,11692,UPI,21-07-2025
TXN0000896,CUST019508,Laptop,5,46110,230550,Cash,09-01-2025
TXN0000897,CUST020631,Tablet,1,2554,2554,UPI,12-09-2024
TXN0000898,CUST038333,Keyboard,3,42341,127023,Cash,16-11-2025
TXN0000899,CUST000004,Keyboard,3,2989,8967,Cash,29-06-2024
TXN0000900,CUST040457,Keyboard,4,62317,249268,Cash,16-04-2025
TXN0000901,CUST039306,Mouse,3,32092,96276,NetBanking,17-09-2025
TXN0000902,CUST038996,Mouse,2,72143,144286,NetBanking,23-07-2025
TXN0000903,CUST013506,Printer,4,72397,289588,UPI,04-10-2024
TXN0000904,CUST049959,Keyboard,5,65231,326155,Cash,25-09-2024
TXN0000905,CUST031742,Keyboard,1,14030,14030,Cash,30-04-2024
TXN0000906,CUST045359,Printer,5,41285,206425,Cash,01-08-2024
TXN0000907,CUST031728,Keyboard,2,85931,171862,NetBanking,06-04-2024
TXN0000908,CUST014271,Keyboard,3,76239,228717,Cash,03-06-2024
TXN0000909,CUST040728,Tablet,4,70989,283956,Card,18-11-2025
TXN0000910,CUST036083,Printer,3,75123,225369,UPI,18-02-2025
TXN0000911,CUST005124,Laptop,3,25782,77346,UPI,15-07-2025
TXN0000912,CUST036585,Laptop,4,19346,77384,UPI,27-11-2025
TXN0000913,CUST046620,Tablet,4,46078,184312,Card,29-09-2024
TXN0000914,CUST006677,Mouse,2,2354,4708,NetBanking,18-04-2025
TXN0000915,CUST035134,Mouse,4,63631,254524,Cash,19-11-2025
TXN0000916,CUST021782,Headphones,5,26939,134695,UPI,16-06-2024
TXN0000917,CUST034780,Mouse,3,47367,142101,Card,01-08-2024
TXN0000918,CUST030647,Monitor,3,75652,226956,UPI,11-12-2024
TXN0000919,CUST033919,Keyboard,3,15410,46230,NetBanking,09-10-2024
TXN0000920,CUST002336,Phone,3,28518,85554,UPI,22-08-2024
TXN0000921,CUST020410,Monitor,1,7650,7650,UPI,01-11-2025
TXN0000922,CUST035172,Phone,5,82175,410875,UPI,20-11-2024
TXN0000923,CUST019357,Printer,4,34421,137684,Cash,16-09-2025
TXN0000924,CUST041310,Phone,1,61386,61386,NetBanking,16-01-2025
TXN0000925,CUST039936,Headphones,3,81811,245433,Card,23-08-2025
TXN0000926,CUST019368,Tablet,4,2918,11672,NetBanking,25-05-2024
TXN0000927,CUST027886,Keyboard,2,89658,179316,Cash,01-07-2025
TXN0000928,CUST032603,Laptop,3,12475,37425,UPI,07-02-2024
TXN0000929,CUST011215,Headphones,5,57719,288595,UPI,06-10-2024
TXN0000930,CUST032240,Monitor,4,43141,172564,Cash,10-06-2024
TXN0000931,CUST042009,Monitor,5,57413,287065,UPI,21-07-2024
TXN0000932,CUST012061,Tablet,3,25125,75375,Card,02-02-2025
TXN0000933,CUST045144,Printer,3,6660,19980,NetBanking,17-03-2025
TXN0000934,CUST011229,Laptop,3,9803,29409,Cash,17-08-2024
TXN0000935,CUST002776,Headphones,1,12887,12887,Cash,16-09-2024
TXN0000936,CUST046321,Tablet,4,66818,267272,Cash,24-01-2025
TXN0000937,CUST021281,Mouse,3,87822,263466,Cash,15-07-2025
TXN0000938,CUST009874,Mouse,5,55282,276410,NetBanking,05-02-2024
TXN0000939,CUST034920,Laptop,2,39210,78420,UPI,13-10-2024
TXN0000940,CUST024127,Keyboard,1,61064,61064,Card,27-11-2025
TXN0000941,CUST003136,Printer,4,31888,127552,NetBanking,18-06-2024
TXN0000942,CUST026942,Mouse,4,44415,177660,Card,01-03-2024
TXN0000943,CUST048365,Laptop,1,20533,20533,UPI,02-02-2025
TXN0000944,CUST047865,Headphones,1,86935,86935,UPI,16-04-2024
TXN0000945,CUST033078,Keyboard,3,42266,126798,Cash,16-10-2024
TXN0000946,CUST008294,Keyboard,1,49344,49344,Cash,02-01-2024
TXN0000947,CUST019396,Headphones,4,47543,190172,UPI,13-10-2025
TXN0000948,CUST004603,Mouse,1,16506,16506,Card,07-07-2024
TXN0000949,CUST002990,Phone,5,58089,290445,Cash,27-08-2024
TXN0000950,CUST020268,Printer,3,73418,220254,Card,16-07-2024
TXN0000951,CUST023635,Headphones,4,43117,172468,NetBanking,25-09-2024
TXN0000952,CUST008595,Headphones,4,2788,11152,NetBanking,27-04-2025
TXN0000953,CUST021395,Tablet,5,20234,101170,UPI,05-09-2024
TXN0000954,CUST040346,Monitor,3,64294,192882,Card,03-10-2024
TXN0000955,CUST028416,Laptop,3,53248,159744,NetBanking,30-11-2025
TXN0000956,CUST016900,Mouse,3,85009,255027,NetBanking,28-08-2024
TXN0000957,CUST007393,Headphones,5,41330,206650,Card,29-03-2025
TXN0000958,CUST049982,Keyboard,2,5497,10994,UPI,15-05-2025
TXN0000959,CUST049817,Laptop,3,77694,233082,Cash,03-04-2025
TXN0000960,CUST020563,Monitor,3,76354,229062,Card,04-11-2024
TXN0000961,CUST027593,Keyboard,1,13677,13677,UPI,19-08-2024
TXN0000962,CUST012095,Keyboard,2,67865,135730,NetBanking,06-06-2024
TXN0000963,CUST000609,Phone,4,4813,19252,NetBanking,25-05-2024
TXN0000964,CUST040650,Mouse,1,6001,6001,UPI,24-11-2025
TXN0000965,CUST025007,Mouse,5,739,3695,NetBanking,02-06-2025
TXN0000966,CUST025199,Monitor,5,45792,228960,Card,04-03-2025
TXN0000967,CUST038142,Phone,1,51366,51366,Cash,28-09-2025
TXN0000968,CUST023271,Mouse,5,6320,31600,NetBanking,15-04-2025
TXN0000969,CUST044433,Mouse,1,39049,39049,NetBanking,21-07-2024
TXN0000970,CUST047432,Tablet,3,38989,116967,Card,17-07-2025
TXN0000971,CUST018922,Printer,1,3687,3687,NetBanking,18-02-2025
TXN0000972,CUST045473,Headphones,4,69805,279220,Cash,20-02-2024
TXN0000973,CUST027884,Monitor,1,982,982,Cash,20-09-2024
TXN0000974,CUST020113,Headphones,1,18339,18339,Cash,12-02-2024
TXN0000975,CUST020996,Mouse,1,65590,65590,NetBanking,21-06-2024
TXN0000976,CUST046648,Monitor,4,45015,180060,UPI,23-10-2025
TXN0000977,CUST012071,Phone,2,11034,22068,Cash,20-06-2024
TXN0000978,CUST001239,Mouse,1,15288,15288,NetBanking,19-11-2024
TXN0000979,CUST013037,Headphones,5,85271,426355,NetBanking,07-01-2024
TXN0000980,CUST047386,Headphones,2,67929,135858,UPI,07-09-2025
TXN0000981,CUST015177,Mouse,3,25692,77076,Card,11-12-2024
TXN0000982,CUST015051,Phone,3,54886,164658,NetBanking,15-02-2025
TXN0000983,CUST020533,Mouse,2,67579,135158,UPI,15-04-2024
TXN0000984,CUST002997,Phone,2,30158,60316,UPI,27-02-2025
TXN0000985,CUST007457,Phone,1,77745,77745,Card,11-10-2025
TXN0000986,CUST041897,Monitor,1,13372,13372,UPI,06-01-2024
TXN0000987,CUST020982,Mouse,4,79440,317760,NetBanking,09-11-2025
TXN0000988,CUST049120,Monitor,4,78114,312456,Card,28-01-2025
TXN0000989,CUST036409,Keyboard,2,42656,85312,Card,30-11-2024
TXN0000990,CUST046484,Headphones,4,52098,208392,Cash,16-04-2025
TXN0000991,CUST004782,Keyboard,4,64488,257952,Cash,16-01-2024
TXN0000992,CUST009696,Mouse,2,15285,30570,Card,19-05-2024
TXN0000993,CUST037696,Tablet,3,81726,245178,Card,15-10-2024
TXN0000994,CUST038479,Monitor,2,87952,175904,UPI,08-08-2024
TXN0000995,CUST012420,Phone,5,62746,313730,NetBanking,01-09-2024
TXN0000996,CUST028675,Laptop,5,50262,251310,NetBanking,20-08-2024
TXN0000997,CUST017700,Monitor,5,44364,221820,Card,07-04-2025
TXN0000998,CUST031886,Printer,2,9609,19218,Card,22-11-2024
TXN0000999,CUST042676,Tablet,2,64333,128666,NetBanking,28-04-2024
TXN0001000,CUST033138,Monitor,2,1394,2788,Card,11-10-2024
TXN0001001,CUST023693,Printer,5,21832,109160,NetBanking,31-08-2024
TXN0001002,CUST024551,Phone,5,20079,100395,UPI,18-05-2024
TXN0001003,CUST026849,Monitor,1,1180,1180,Card,26-06-2024
TXN0001004,CUST016178,Printer,2,16585,33170,UPI,14-10-2024
TXN0001005,CUST021633,Monitor,3,6711,20133,UPI,18-06-2024
TXN0001006,CUST011004,Monitor,2,86937,173874,UPI,10-05-2024
TXN0001007,CUST011372,Phone,5,73822,369110,UPI,14-09-2025
TXN0001008,CUST047077,Mouse,4,43147,172588,NetBanking,14-03-2024
TXN0001009,CUST049128,Mouse,1,72781,72781,NetBanking,24-01-2025
TXN0001010,CUST002956,Phone,3,78813,236439,Card,09-01-2025
TXN0001011,CUST035447,Headphones,3,61874,185622,NetBanking,17-11-2024
TXN0001012,CUST002082,Printer,5,29735,148675,Cash,12-07-2024
TXN0001013,CUST026721,Keyboard,2,28050,56100,Cash,18-05-2024
TXN0001014,CUST021341,Keyboard,1,16732,16732,NetBanking,03-06-2025
TXN0001015,CUST028745,Monitor,1,42885,42885,Card,01-02-2025
TXN0001016,CUST021072,Tablet,1,26058,26058,UPI,11-09-2025
TXN0001017,CUST016769,Tablet,1,32288,32288,Cash,20-10-2025
TXN0001018,CUST024559,Monitor,5,64573,322865,Card,13-06-2025
TXN0001019,CUST009105,Phone,2,7464,14928,Cash,20-10-2025
TXN0001020,CUST003701,Headphones,3,75095,225285,UPI,30-04-2024
TXN0001021,CUST045034,Mouse,2,49487,98974,UPI,29-04-2024
TXN0001022,CUST004035,Headphones,4,7909,31636,UPI,02-04-2024
TXN0001023,CUST005016,Headphones,2,67373,134746,UPI,28-11-2025
TXN0001024,CUST043941,Mouse,2,56019,112038,UPI,06-09-2024
TXN0001025,CUST031472,Phone,4,81520,326080,Card,04-08-2025
TXN0001026,CUST022834,Mouse,2,27966,55932,Card,15-10-2024
TXN0001027,CUST029531,Phone,2,62833,125666,Cash,27-08-2024
TXN0001028,CUST023325,Tablet,3,13997,41991,NetBanking,08-06-2025
TXN0001029,CUST039375,Headphones,2,50439,100878,Card,30-11-2025
TXN0001030,CUST004642,Keyboard,3,89032,267096,Card,08-08-2025
TXN0001031,CUST010317,Laptop,4,36011,144044,Cash,11-02-2024
TXN0001032,CUST019896,Laptop,1,50582,50582,Card,01-05-2024
TXN0001033,CUST024687,Printer,3,71995,215985,Cash,09-11-2025
TXN0001034,CUST011788,Monitor,4,59467,237868,Cash,26-04-2024
TXN0001035,CUST021655,Keyboard,4,15618,62472,UPI,01-03-2025
TXN0001036,CUST048353,Phone,1,66386,66386,Card,14-03-2024
TXN0001037,CUST026340,Phone,1,74810,74810,UPI,20-05-2025
TXN0001038,CUST045338,Phone,3,29015,87045,UPI,16-05-2025
TXN0001039,CUST049663,Laptop,1,69434,69434,NetBanking,10-06-2024
TXN0001040,CUST010421,Printer,2,58916,117832,Cash,19-08-2024
TXN0001041,CUST046980,Laptop,3,78191,234573,NetBanking,07-02-2024
TXN0001042,CUST004633,Monitor,5,45644,228220,Cash,26-08-2025
TXN0001043,CUST013321,Printer,4,10175,40700,UPI,26-12-2024
TXN0001044,CUST014787,Monitor,5,19294,96470,Card,30-05-2024
TXN0001045,CUST026565,Tablet,4,89003,356012,Cash,17-03-2024
TXN0001046,CUST014064,Monitor,2,26865,53730,NetBanking,26-04-2024
TXN0001047,CUST013370,Headphones,2,58106,116212,Card,08-02-2024
TXN0001048,CUST019909,Mouse,2,48648,97296,Card,14-06-2024
TXN0001049,CUST012525,Monitor,1,21212,21212,NetBanking,24-04-2025
TXN0001050,CUST028598,Phone,1,87860,87860,UPI,01-03-2025
TXN0001051,CUST037218,Mouse,3,12306,36918,NetBanking,19-11-2024
TXN0001052,CUST028806,Tablet,1,31028,31028,UPI,12-11-2025
TXN0001053,CUST048289,Monitor,3,71244,213732,NetBanking,15-02-2025
TXN0001054,CUST027445,Laptop,1,42497,42497,Card,19-05-2024
TXN0001055,CUST024482,Monitor,5,86535,432675,NetBanking,25-09-2025
TXN0001056,CUST046149,Headphones,3,65403,196209,NetBanking,21-02-2024
TXN0001057,CUST029534,Printer,1,66785,66785,Card,05-12-2024
TXN0001058,CUST013248,Phone,3,40269,120807,NetBanking,24-04-2024
TXN0001059,CUST010331,Keyboard,5,19259,96295,NetBanking,13-05-2024
TXN0001060,CUST031723,Laptop,3,47872,143616,NetBanking,08-11-2024
TXN0001061,CUST003682,Phone,2,43942,87884,Cash,03-06-2024
TXN0001062,CUST020615,Phone,4,32860,131440,UPI,13-07-2025
TXN0001063,CUST003295,Mouse,3,57844,173532,NetBanking,21-02-2024
TXN0001064,CUST016755,Printer,4,47546,190184,Cash,28-06-2025
TXN0001065,CUST009840,Mouse,4,75142,300568,Card,01-04-2025
TXN0001066,CUST002240,Monitor,1,66600,66600,UPI,10-01-2025
TXN0001067,CUST043087,Printer,4,4201,16804,Card,28-10-2024
TXN0001068,CUST032409,Laptop,3,75799,227397,NetBanking,11-02-2025
TXN0001069,CUST008894,Phone,2,62097,124194,NetBanking,22-08-2024
TXN0001070,CUST037933,Laptop,5,37814,189070,UPI,13-11-2024
TXN0001071,CUST029210,Monitor,3,5594,16782,UPI,24-11-2025
TXN0001072,CUST024692,Laptop,5,76371,381855,Card,25-05-2024
TXN0001073,CUST009503,Laptop,2,73006,146012,Cash,04-10-2025
TXN0001074,CUST040657,Monitor,5,88141,440705,UPI,04-01-2025
TXN0001075,CUST045948,Mouse,5,3243,16215,NetBanking,09-09-2025
TXN0001076,CUST002355,Keyboard,5,7634,38170,UPI,06-03-2025
TXN0001077,CUST037890,Monitor,3,21325,63975,Cash,27-04-2024
TXN0001078,CUST026925,Headphones,3,20342,61026,Cash,17-10-2025
TXN0001079,CUST022851,Keyboard,1,64263,64263,UPI,28-05-2025
TXN0001080,CUST010011,Laptop,1,61393,61393,Card,03-11-2024
TXN0001081,CUST013338,Laptop,4,77351,309404,Card,13-07-2025
TXN0001082,CUST008049,Monitor,1,73269,73269,UPI,20-12-2024
TXN0001083,CUST044228,Laptop,4,81279,325116,NetBanking,25-07-2024
TXN0001084,CUST026702,Headphones,2,35380,70760,Cash,28-06-2024
TXN0001085,CUST025768,Keyboard,3,28270,84810,NetBanking,21-11-2025
TXN0001086,CUST032560,Monitor,5,17334,86670,UPI,07-05-2025
TXN0001087,CUST034890,Monitor,1,77775,77775,Cash,26-06-2025
TXN0001088,CUST048228,Laptop,4,54747,218988,Cash,20-12-2024
TXN0001089,CUST048432,Keyboard,2,88124,176248,Card,25-06-2024
TXN0001090,CUST031977,Laptop,1,30457,30457,Card,17-03-2025
TXN0001091,CUST003888,Mouse,2,35616,71232,UPI,18-07-2024
TXN0001092,CUST003746,Phone,4,68745,274980,Cash,07-05-2024
TXN0001093,CUST002934,Phone,4,38423,153692,NetBanking,22-05-2025
TXN0001094,CUST020097,Monitor,1,82784,82784,Cash,27-05-2025
TXN0001095,CUST014163,Headphones,5,74032,370160,Cash,25-07-2025
TXN0001096,CUST007888,Mouse,5,77083,385415,NetBanking,01-12-2025
TXN0001097,CUST027876,Printer,5,30054,150270,Cash,24-06-2024
TXN0001098,CUST041713,Mouse,1,49624,49624,UPI,02-07-2025
TXN0001099,CUST032002,Keyboard,1,4017,4017,Cash,18-08-2024
TXN0001100,CUST042565,Tablet,3,70902,212706,Card,09-06-2024
TXN0001101,CUST048405,Printer,5,654,3270,Cash,19-08-2024
TXN0001102,CUST038009,Printer,4,15847,63388,NetBanking,04-02-2024
TXN0001103,CUST036587,Keyboard,1,60260,60260,NetBanking,17-06-2024
TXN0001104,CUST020010,Phone,4,43418,173672,Card,26-11-2025
TXN0001105,CUST005671,Laptop,2,22528,45056,Card,06-08-2024
TXN0001106,CUST000720,Phone,2,21510,43020,Card,08-02-2024
TXN0001107,CUST000961,Keyboard,5,18419,92095,UPI,01-08-2024
TXN0001108,CUST008185,Keyboard,5,35835,179175,NetBanking,17-04-2024
TXN0001109,CUST033659,Laptop,3,69786,209358,Card,24-05-2025
TXN0001110,CUST022700,Laptop,5,6087,30435,NetBanking,07-09-2025
TXN0001111,CUST032547,Headphones,5,13618,68090,NetBanking,30-12-2024
TXN0001112,CUST022157,Tablet,3,13724,41172,Cash,19-12-2024
TXN0001113,CUST000585,Phone,5,65135,325675,Card,29-05-2025
TXN0001114,CUST020744,Phone,4,8109,32436,Cash,01-04-2024
TXN0001115,CUST016759,Printer,3,59670,179010,NetBanking,07-05-2024
TXN0001116,CUST000587,Phone,3,20330,60990,Cash,03-06-2025
TXN0001117,CUST048277,Tablet,5,51430,257150,NetBanking,12-02-2025
TXN0001118,CUST011173,Mouse,1,38118,38118,NetBanking,10-05-2025
TXN0001119,CUST041476,Phone,1,11531,11531,UPI,24-03-2025
TXN0001120,CUST015246,Printer,5,66440,332200,NetBanking,15-10-2025
TXN0001121,CUST043860,Laptop,4,27809,111236,Card,11-01-2024
TXN0001122,CUST028682,Tablet,5,88357,441785,NetBanking,21-05-2025
TXN0001123,CUST028133,Laptop,1,5194,5194,Card,28-03-2025
TXN0001124,CUST000052,Mouse,3,86130,258390,Card,19-12-2024
TXN0001125,CUST015246,Phone,4,51572,206288,NetBanking,21-11-2025
TXN0001126,CUST013654,Phone,3,44201,132603,Card,01-09-2025
TXN0001127,CUST025412,Phone,5,13227,66135,Card,16-09-2024
TXN0001128,CUST024479,Phone,1,71232,71232,UPI,07-03-2025
TXN0001129,CUST014671,Headphones,5,32804,164020,UPI,18-01-2024
TXN0001130,CUST002192,Laptop,5,19175,95875,NetBanking,20-12-2024
TXN0001131,CUST003244,Monitor,4,16065,64260,Card,04-11-2025
TXN0001132,CUST026697,Keyboard,5,52293,261465,UPI,27-11-2025
TXN0001133,CUST049546,Laptop,4,88121,352484,Card,04-06-2025
TXN0001134,CUST029581,Tablet,4,64174,256696,NetBanking,22-10-2024
TXN0001135,CUST040175,Headphones,5,48352,241760,Card,27-09-2025
TXN0001136,CUST016496,Laptop,4,60305,241220,NetBanking,20-04-2024
TXN0001137,CUST018052,Phone,4,14528,58112,Cash,22-07-2024
TXN0001138,CUST008025,Tablet,2,33605,67210,Cash,22-07-2024
TXN0001139,CUST032607,Printer,4,55573,222292,Card,01-01-2024
TXN0001140,CUST048010,Laptop,4,70898,283592,NetBanking,10-08-2024
TXN0001141,CUST022509,Mouse,1,25831,25831,NetBanking,15-09-2024
TXN0001142,CUST028788,Monitor,5,85456,427280,UPI,07-06-2025
TXN0001143,CUST039118,Mouse,4,50252,201008,Card,10-12-2024
TXN0001144,CUST033465,Keyboard,3,5573,16719,Cash,01-01-2025
TXN0001145,CUST006308,Headphones,5,83701,418505,NetBanking,06-02-2024
TXN0001146,CUST016516,Mouse,2,38180,76360,Card,13-10-2025
TXN0001147,CUST019429,Headphones,3,49689,149067,Cash,03-01-2024
TXN0001148,CUST016718,Monitor,2,20393,40786,Cash,11-02-2025
TXN0001149,CUST009205,Headphones,3,68122,204366,UPI,01-07-2025
TXN0001150,CUST005312,Keyboard,4,52095,208380,UPI,19-07-2025
TXN0001151,CUST018722,Monitor,3,57665,172995,NetBanking,12-11-2024
TXN0001152,CUST039099,Phone,5,5580,27900,UPI,13-02-2025
TXN0001153,CUST047181,Phone,4,31151,124604,Card,03-02-2024
TXN0001154,CUST033808,Phone,4,80909,323636,Cash,29-06-2024
TXN0001155,CUST007111,Phone,2,89657,179314,NetBanking,06-01-2024
TXN0001156,CUST002744,Keyboard,5,57223,286115,Cash,18-08-2025
TXN0001157,CUST027522,Printer,4,79977,319908,UPI,26-04-2025
TXN0001158,CUST039542,Monitor,4,51929,207716,Cash,14-06-2024
TXN0001159,CUST027442,Phone,2,11408,22816,NetBanking,22-08-2024
TXN0001160,CUST019916,Phone,5,57758,288790,Cash,12-09-2024
TXN0001161,CUST031825,Phone,4,53532,214128,Cash,10-02-2025
TXN0001162,CUST020016,Phone,2,29440,58880,Card,05-03-2024
TXN0001163,CUST009846,Headphones,4,54173,216692,Cash,25-11-2024
TXN0001164,CUST000324,Keyboard,3,83781,251343,NetBanking,03-06-2024
TXN0001165,CUST046777,Headphones,3,81968,245904,Card,15-10-2025
TXN0001166,CUST023930,Tablet,2,27703,55406,UPI,28-05-2025
TXN0001167,CUST015905,Laptop,5,85649,428245,Card,27-01-2025
TXN0001168,CUST035241,Printer,1,83480,83480,Card,29-10-2024
TXN0001169,CUST043114,Headphones,4,81507,326028,NetBanking,06-09-2025
TXN0001170,CUST003974,Headphones,1,82814,82814,NetBanking,24-03-2025
TXN0001171,CUST033286,Printer,3,30224,90672,UPI,05-09-2024
TXN0001172,CUST048804,Keyboard,4,22120,88480,Card,26-03-2025
TXN0001173,CUST042795,Mouse,4,81870,327480,Cash,10-08-2024
TXN0001174,CUST033922,Keyboard,5,47583,237915,Card,14-08-2025
TXN0001175,CUST038730,Headphones,3,28141,84423,NetBanking,12-11-2025
TXN0001176,CUST013044,Monitor,3,9480,28440,Cash,27-04-2024
TXN0001177,CUST003868,Keyboard,4,42027,168108,UPI,26-07-2024
TXN0001178,CUST009548,Printer,5,57453,287265,NetBanking,18-06-2024
TXN0001179,CUST018779,Keyboard,2,44179,88358,Card,31-08-2025
TXN0001180,CUST044646,Headphones,1,3995,3995,NetBanking,27-03-2024
TXN0001181,CUST027612,Laptop,1,71713,71713,Cash,22-08-2025
TXN0001182,CUST025101,Mouse,5,72389,361945,Cash,17-05-2025
TXN0001183,CUST049420,Printer,1,57906,57906,Cash,04-12-2024
TXN0001184,CUST002208,Headphones,3,62163,186489,UPI,03-05-2025
TXN0001185,CUST005602,Mouse,5,53081,265405,Cash,21-08-2024
TXN0001186,CUST011746,Phone,5,31499,157495,NetBanking,10-11-2025
TXN0001187,CUST010509,Tablet,5,9963,49815,NetBanking,20-12-2024
TXN0001188,CUST044718,Monitor,2,87806,175612,Cash,17-03-2024
TXN0001189,CUST041911,Tablet,4,30345,121380,Card,06-03-2025
TXN0001190,CUST042348,Keyboard,1,5198,5198,Card,23-02-2025
TXN0001191,CUST029389,Mouse,5,61345,306725,Cash,03-06-2025
TXN0001192,CUST005104,Headphones,2,6384,12768,UPI,27-02-2024
TXN0001193,CUST035972,Monitor,4,41162,164648,Card,25-07-2025
TXN0001194,CUST046279,Tablet,2,77913,155826,Cash,22-09-2024
TXN0001195,CUST043009,Headphones,5,72598,362990,NetBanking,01-03-2025
TXN0001196,CUST031078,Tablet,3,82617,247851,UPI,15-01-2025
TXN0001197,CUST026389,Printer,3,2953,8859,Card,21-04-2025
TXN0001198,CUST030225,Printer,4,85804,343216,Card,13-04-2024
TXN0001199,CUST048980,Phone,2,11803,23606,NetBanking,14-08-2024
TXN0001200,CUST017872,Tablet,4,6952,27808,Card,07-08-2025
TXN0001201,CUST044574,Mouse,4,27978,111912,Card,26-02-2025
TXN0001202,CUST001766,Tablet,5,62922,314610,NetBanking,20-07-2025
TXN0001203,CUST035566,Laptop,5,82569,412845,Cash,26-10-2025
TXN0001204,CUST030675,Tablet,3,570,1710,UPI,24-08-2024
TXN0001205,CUST042726,Tablet,5,72959,364795,Card,14-01-2024
TXN0001206,CUST009240,Mouse,4,3080,12320,UPI,15-07-2024
TXN0001207,CUST030608,Headphones,5,8019,40095,Cash,20-01-2025
TXN0001208,CUST007038,Printer,1,55063,55063,Cash,16-10-2024
TXN0001209,CUST028941,Mouse,2,76543,153086,Card,17-02-2025
TXN0001210,CUST028886,Laptop,2,46326,92652,UPI,31-07-2024
TXN0001211,CUST049297,Keyboard,2,6572,13144,NetBanking,27-09-2025
TXN0001212,CUST021275,Laptop,4,73489,293956,Card,31-05-2025
TXN0001213,CUST046245,Printer,3,74532,223596,NetBanking,23-10-2025
TXN0001214,CUST020002,Tablet,4,60113,240452,Card,19-06-2025
TXN0001215,CUST045122,Phone,3,35087,105261,Cash,18-01-2024
TXN0001216,CUST013318,Laptop,1,31871,31871,UPI,11-10-2025
TXN0001217,CUST037427,Keyboard,2,26477,52954,NetBanking,14-03-2024
TXN0001218,CUST021334,Monitor,5,20716,103580,NetBanking,26-01-2024
TXN0001219,CUST024867,Keyboard,3,12663,37989,NetBanking,04-10-2024
TXN0001220,CUST019762,Monitor,1,80879,80879,UPI,03-06-2024
TXN0001221,CUST015462,Tablet,2,21203,42406,UPI,22-05-2025
TXN0001222,CUST004676,Keyboard,2,48007,96014,UPI,24-04-2025
TXN0001223,CUST027017,Keyboard,1,57600,57600,NetBanking,28-05-2025
TXN0001224,CUST020694,Tablet,5,61365,306825,UPI,16-07-2025
TXN0001225,CUST003504,Monitor,1,1285,1285,NetBanking,21-05-2025
TXN0001226,CUST024483,Printer,3,65345,196035,UPI,01-01-2024
TXN0001227,CUST016162,Phone,3,18251,54753,Card,18-08-2025
TXN0001228,CUST008480,Printer,5,4814,24070,UPI,28-06-2024
TXN0001229,CUST043016,Tablet,5,57222,286110,NetBanking,16-03-2024
TXN0001230,CUST003525,Phone,4,30667,122668,Cash,16-12-2024
TXN0001231,CUST007819,Printer,5,53596,267980,NetBanking,24-04-2025
TXN0001232,CUST024662,Mouse,1,50061,50061,NetBanking,07-09-2024
TXN0001233,CUST013045,Monitor,2,14485,28970,UPI,09-11-2025
TXN0001234,CUST027480,Monitor,1,2680,2680,NetBanking,27-11-2025
TXN0001235,CUST024030,Mouse,1,22181,22181,Cash,10-11-2024
TXN0001236,CUST026390,Phone,4,36718,146872,Card,13-04-2025
TXN0001237,CUST026866,Headphones,5,12853,64265,Cash,01-12-2024
TXN0001238,CUST017140,Headphones,1,26272,26272,Cash,16-06-2024
TXN0001239,CUST033643,Laptop,5,87598,437990,Cash,02-05-2025
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
